Reactor,Day,pH,DO,CO2,Cell_Density,Cell_Viability,Product_Titer
53,15,6.71,30.4,87.7,15.8,96,0.7
53,16,6.77,36.1,69.5,14.1,84.4,0.8
53,17,7.31,31.7,106.8,22.8,92.6,0.8
53,18,6.89,45.3,57.2,34.8,87.6,0.8
53,19,6.92,34.6,79.7,34.7,84.9,0.9
53,20,7.37,45.6,38.8,6.9,87.6,0.9
53,21,7.41,36.7,84.2,13.2,94.7,0.9
53,22,6.89,44.9,74.9,5.3,96.9,1
53,23,7.35,37,79.8,27.3,84.8,1
53,24,6.98,44.7,71.2,26.8,91.3,1.1
53,25,6.77,49.1,52.7,15.6,83.1,1.1
53,26,7.09,42.9,50.3,20.2,88.5,1.1
53,27,6.71,33.5,64.9,16.2,82.5,1.2
53,28,7.17,46.4,81.4,26.1,89.3,1.2
53,29,7.06,41.6,104.6,24.2,95.7,1.2
53,30,7.26,48.5,70.3,31.3,97.8,1.3
53,31,7.06,35.9,41.7,18.3,91.7,1.3
53,32,7.3,35,56.9,16.3,89.5,1.3
53,33,7.08,42.4,75.5,24.4,83,1.4
53,34,6.97,48.2,50.7,12.1,91.2,1.4
53,35,7.34,49.5,51.6,23.8,97,1.4
53,36,6.88,44,49.7,7.2,81.3,1.5
53,37,7.26,30.2,59.9,8.7,85,1.5
53,38,7.25,37.3,107.6,30,97,1.5
53,39,7.02,30.7,38.2,19.7,87.7,1.6
53,40,7.35,38.4,75.9,9.5,90.4,1.6
53,41,7.41,43.6,60.7,21,86.7,1.6
53,42,7.34,48.8,43.5,26.7,91.2,1.7
53,43,7.23,49.8,90.8,26.6,87.1,1.7
53,44,6.81,49.1,73.9,19.2,97.1,1.8
53,45,7.12,41.5,93,13.8,95.8,1.8
53,46,6.78,40.8,96.4,30.9,95.5,1.8
53,47,7.26,34.5,36.2,31.2,91.5,1.9
53,48,7.27,33.7,34.7,29.8,85.5,1.9
53,49,6.78,39.6,50.9,31.5,85.4,1.9
53,50,7.05,44,107.6,14.1,90.2,2
54,0,7.19,38.9,42.8,18.8,85.7,0.2
54,1,6.94,46.8,100.9,13.6,84.6,0.2
54,2,7.1,42.7,88.7,23.4,83.9,0.3
54,3,7.24,39.3,36.3,26.9,84.9,0.3
54,4,7.28,30.2,74.3,6.2,96.1,0.3
54,5,7.49,46.7,46.5,15.6,86.6,0.4
54,6,7.34,47.1,30.7,5.8,86.4,0.4
54,7,6.8,35.5,99.6,7,90.3,0.4
54,8,6.76,41.3,87.5,21.9,87.7,0.5
54,9,7.22,45,34.7,15.3,81.3,0.5
54,10,6.86,32.2,75.6,8.7,96.6,0.6
54,11,7.24,36.9,98.4,34.5,96.3,0.6
54,12,6.92,43,56.8,29.2,98.9,0.6
54,13,7.13,39.6,38.1,21.9,96.9,0.7
54,14,6.7,30,95.9,29.9,87.8,0.7
54,15,6.8,43.4,105.4,7.6,86,0.7
54,16,7.36,43.2,66.3,32.7,86.6,0.8
54,17,6.79,40,53.2,33.9,85.3,0.8
54,18,6.71,48.1,36.7,31.1,86.7,0.8
54,19,7.19,30.3,56.4,5.4,83,0.9
54,20,6.96,48.9,90.7,15.7,97.7,0.9
54,21,6.83,47.2,42.3,29.7,87.7,0.9
54,22,6.85,40.5,32,33.6,90.9,1
54,23,7.22,37.7,49.3,26.3,88.9,1
54,24,7.37,37.6,55,31.5,91.1,1.1
54,25,6.78,48.2,106.4,33,90.4,1.1
54,26,6.85,36.1,67.6,8.8,89.6,1.1
54,27,7.2,31.1,56.3,11.5,86.7,1.2
54,28,7.46,37.9,33.6,7.6,84,1.2
54,29,7.06,45.8,74.5,32.7,89.9,1.2
54,30,6.99,40.3,90.9,25.9,95.1,1.3
54,31,7.23,32.2,108.4,33.5,82.2,1.3
54,32,6.8,40.8,48.2,24.9,92.6,1.3
54,33,7.1,31.9,44,15.6,83.9,1.4
54,34,7.06,44.6,30.5,18,88.3,1.4
54,35,7.34,46.4,105.9,7.9,85.9,1.4
54,36,6.89,30.2,90.6,30.2,83.1,1.5
54,37,7.47,48.6,41,32,82.9,1.5
54,38,6.85,40.6,77,22.8,93.5,1.5
54,39,6.91,47,100.5,30.5,90.8,1.6
54,40,7.16,42.3,82.7,8.4,88.3,1.6
54,41,6.93,48.7,50.5,28.7,88.6,1.7
54,42,7.22,46,88.3,10.2,90.6,1.7
54,43,7.38,32.3,74.3,7.7,96.3,1.7
54,44,7.22,33.7,102.9,7.2,96.6,1.8
54,45,6.96,48.4,39.4,20.1,98.2,1.8
54,46,7.26,33.3,73,8.4,97.3,1.8
54,47,7.01,37.1,80.6,8.5,81.7,1.9
54,48,7.27,36.7,97.4,20.2,90.9,1.9
54,49,6.73,31.9,71.2,26.5,86.6,1.9
54,50,7.38,45.4,67.4,6.1,94.8,2
55,0,7.01,40.5,77.5,16.1,95.3,0.2
55,1,7.25,43,64.3,8.2,88.4,0.2
55,2,6.99,30.1,68.6,13.1,85.8,0.3
55,3,6.88,49.3,83.8,27.2,95.8,0.3
55,4,7.4,47.6,80.4,28.7,94.5,0.3
55,5,6.76,46,40.5,13,98.3,0.4
55,6,7.3,31.4,33.3,29.6,88.6,0.4
55,7,6.78,31.5,55.8,8.1,96.2,0.4
55,8,7.13,46.1,90.3,31.9,95.8,0.5
55,9,6.81,40.8,47.7,34.4,89.4,0.5
55,10,6.73,38.6,103.7,27.5,92.3,0.6
55,11,6.92,41.8,95.4,15.6,90.2,0.6
55,12,7.04,35.9,91,27.5,89.6,0.6
55,13,6.83,44.1,88.4,11.6,93.9,0.7
55,14,7.05,44.6,62.8,7.4,86.3,0.7
55,15,7.4,33.3,31.4,11,81.5,0.7
55,16,7.4,44.2,93.2,6.4,94.9,0.8
55,17,7.32,45.6,81.1,28.8,90.8,0.8
55,18,7.36,45.8,86.2,22.8,87.3,0.8
55,19,6.92,37.6,72.9,17.6,83.9,0.9
55,20,7.28,32.7,90.2,31.2,97.6,0.9
55,21,7.32,45.4,54.5,10.9,95.7,0.9
55,22,6.83,38.2,32.6,23.3,84.3,1
55,23,6.85,36.7,84.1,30.1,86.8,1
55,24,7.21,39.4,77.7,9,82.1,1.1
55,25,6.78,31.7,60.2,33.1,94.2,1.1
55,26,7.35,49,86.9,20,84.4,1.1
55,27,6.79,41.5,95.8,18.1,96.6,1.2
55,28,6.72,37.9,56.2,34.6,87.5,1.2
55,29,7.45,36.4,43.7,23.4,89.5,1.2
55,30,7.24,39.4,83.1,18.7,87.4,1.3
55,31,7.26,39.2,58.5,19.8,90.9,1.3
55,32,7.14,34.8,52.2,5.5,88.6,1.3
55,33,6.87,30.1,47.4,7.6,92,1.4
55,34,7.3,31.5,49.7,9.3,86.3,1.4
55,35,7,30.7,72.4,31.3,98.1,1.4
55,36,7.07,35.6,36.5,30.6,84.2,1.5
55,37,6.76,33,80.2,6,88.2,1.5
55,38,6.8,31.6,78.3,19.3,86.5,1.5
55,39,7.27,44.9,43.2,33.8,80.2,1.6
55,40,7.09,44,33.8,23,94.5,1.6
55,41,7.24,37.3,31.1,25.9,91.6,1.7
55,42,7.35,48.1,57.8,33,83.9,1.7
55,43,7.24,30.5,46.4,19.4,84.8,1.7
55,44,7.41,33.4,87.1,34.3,97,1.8
55,45,6.74,30.8,31.4,24,83.5,1.8
55,46,7.34,33.3,43.7,27.3,83.6,1.8
55,47,6.98,47.2,70.9,30.2,87.9,1.9
55,48,7.16,46.8,70.9,34,86.5,1.9
55,49,6.93,31,43.7,23.1,87.2,1.9
55,50,7.3,38.6,33.3,5.3,94.1,2
56,0,7.35,48.7,73.2,20.6,96.5,0.2
56,1,7.44,43.2,75.7,21.3,82.3,0.2
56,2,7.31,44.9,68.5,6.3,95.1,0.3
56,3,7.49,44.6,39.2,11.9,91.7,0.3
56,4,7.25,46.8,78.1,15.3,90.8,0.3
56,5,7.41,32.8,77.9,23.9,96.7,0.4
56,6,7.13,44.1,83.2,29.6,81.6,0.4
56,7,7.42,32,94.9,17.9,97.3,0.4
56,8,6.84,43.8,54.8,32.1,97.7,0.5
56,9,7.03,34.9,30.2,15.4,83.3,0.5
56,10,7.06,44.9,49.7,14,80.1,0.6
56,11,7.13,39.9,36.7,13.9,88.5,0.6
56,12,6.8,47.9,86.3,23.4,84.6,0.6
56,13,6.92,39.9,39.8,10.3,97.9,0.7
56,14,6.97,31.2,66,16.7,83.6,0.7
56,15,7.03,44.6,81.6,27.4,84,0.7
56,16,7.47,47.4,86.6,31.9,86.3,0.8
56,17,7.42,31.3,39.4,19.2,95.8,0.8
56,18,7.2,44.1,77.2,19.8,89.5,0.8
56,19,6.76,49.1,88.7,14.1,84.2,0.9
56,20,7.32,49.6,42.1,22,97,0.9
56,21,7.42,37.4,65.5,17.1,83.6,0.9
56,22,7.33,48,109.1,26.8,89.6,1
56,23,7.48,38.4,37.8,21.4,98.2,1
56,24,6.85,46.2,103.5,9.7,94.5,1.1
56,25,6.89,37.6,89.9,11,89,1.1
56,26,7.21,30.8,92.6,33.7,92.6,1.1
56,27,7.13,32.2,32.6,7.2,81.8,1.2
56,28,7.15,44.6,71.1,14,89.6,1.2
56,29,7.19,35.9,75.1,8.7,81.4,1.2
56,30,6.85,46.3,93.9,21.5,81.9,1.3
56,31,7.01,46.2,78.4,22.5,82.4,1.3
56,32,6.96,34.5,40.4,15.7,96.5,1.3
56,33,7.42,49.5,55.7,32.2,81.9,1.4
56,34,7.5,32.6,58.3,24.1,96.4,1.4
56,35,7.21,32.5,49.4,12.2,88.3,1.4
56,36,7.49,33.3,97.3,30.2,80,1.5
56,37,6.88,35,47.8,19.6,92.9,1.5
56,38,7.07,40.8,57.6,22.2,80.5,1.5
56,39,7.49,36.8,104.3,28.5,94.2,1.6
56,40,7.47,46.2,73.5,28,84.9,1.6
56,41,6.82,47.6,65.4,5.7,95.7,1.7
56,42,6.86,39.3,104.2,13.3,83.2,1.7
56,43,7.49,37.5,79.9,34,80.5,1.7
56,44,7.44,48.2,71.9,7.7,88.6,1.8
56,45,7,32.6,95.1,28.7,95.3,1.8
56,46,7.04,32.2,97.5,14.5,83.8,1.8
56,47,7.13,35.2,94.4,30.9,81.7,1.9
56,48,7.19,43.5,54.3,6.2,84.8,1.9
56,49,7.04,40.7,76.1,15.3,80.8,1.9
56,50,6.71,47.8,61.7,5.2,93.1,2
57,0,6.88,30.9,57.1,11.2,84.7,0.2
57,1,7.4,40.2,82,26.7,94.8,0.2
57,2,6.94,40.2,51.2,10.4,95.5,0.3
57,3,7.1,32.6,85.3,20.8,87.9,0.3
57,4,7.29,30.8,107.5,31.6,89.9,0.3
57,5,6.8,34.4,59.1,6.6,87.6,0.4
57,6,6.7,44.3,50.1,28.3,88.2,0.4
57,7,7.48,30.4,45.8,10.6,80.3,0.4
57,8,7.35,45.8,59.6,30.2,97.6,0.5
57,9,6.96,40.2,61.2,18.2,83.5,0.5
57,10,6.81,40.4,65.1,33,84.8,0.6
57,11,6.71,39.6,107.5,6.5,80.6,0.6
57,12,6.78,36.8,47.9,23.1,97.1,0.6
57,13,7.39,49.8,47.8,19.5,80.4,0.7
57,14,7.29,35.6,91.3,17,94.5,0.7
57,15,6.82,43.1,80.7,11.2,93.6,0.7
57,16,7.18,47.4,86,11.2,81.9,0.8
57,17,6.75,32.2,67.8,8.1,88.1,0.8
57,18,7.36,43.5,77.2,11.8,80.6,0.8
57,19,6.81,44.2,48.1,29.6,82.3,0.9
57,20,7.25,30.2,87.3,33.9,87.8,0.9
57,21,7.21,47,74.7,30.2,80.8,0.9
57,22,7.11,31.1,43.6,24.9,84.1,1
57,23,7.4,38.4,74.6,33,95.1,1
57,24,7.27,47.8,79.5,29.2,82.4,1.1
57,25,7,36.3,89.7,16.7,85.3,1.1
57,26,7.4,40.9,82.3,9,87.2,1.1
57,27,7.23,45,96.2,10,87.4,1.2
57,28,7.14,30.8,66.9,23.1,81.9,1.2
57,29,7.17,35,62.3,15.3,95.5,1.2
57,30,6.73,33.9,84.4,20.7,90.4,1.3
57,31,7.31,33.7,95.8,33.1,92.3,1.3
57,32,7.41,36.5,75.3,9.1,98.3,1.3
57,33,7.21,32.7,105.1,15.2,84,1.4
57,34,6.71,42.9,101.9,15.8,86.2,1.4
57,35,7.21,43.2,31.8,9,90.5,1.4
57,36,6.75,32.8,36.2,13.5,80.6,1.5
57,37,6.89,39.7,71,28.9,80.5,1.5
57,38,6.91,41.3,53.7,32.6,97.7,1.5
57,39,7.14,47.8,44,23.5,92,1.6
57,40,6.89,44.2,88.6,10.9,93.8,1.6
57,41,7.12,48.7,92.6,22.5,88,1.7
57,42,6.91,47.8,47.4,19.5,95.9,1.7
57,43,7.04,49.7,85.9,20.3,88.1,1.7
57,44,7.08,45,39.5,32.3,91.9,1.8
57,45,6.95,31.1,80.3,32.7,82.8,1.8
57,46,7.04,42.3,104.1,12.7,91.7,1.8
57,47,7.4,32.7,69.5,25,93.2,1.9
57,48,6.76,47.1,53.1,6.7,93,1.9
57,49,7.12,38.8,40.3,5.6,85.9,1.9
57,50,6.79,43.5,48.3,11.3,89.1,2
58,0,6.78,48.3,91.8,18.7,95,0.2
58,1,7.21,44,100.4,26.3,89.7,0.2
58,2,7.19,40.8,56.7,5.8,95.8,0.3
58,3,7.29,35.2,62,19.9,89.2,0.3
58,4,7.01,42,48.7,12.4,83.4,0.3
58,5,7.26,33,71.8,14.6,80,0.4
58,6,7.24,35.6,48.1,5.5,85.3,0.4
58,7,6.97,49.9,50.9,32.5,89.2,0.4
58,8,7.19,37.3,106.8,14.1,82,0.5
58,9,7.06,47.2,75.7,20.7,92.6,0.5
58,10,6.73,45.8,89.9,21.1,90.2,0.6
58,11,7.24,44.5,65.5,12.6,93.7,0.6
58,12,7.46,42.9,36.4,9.6,85.4,0.6
58,13,6.98,41.9,65.2,27.1,97.6,0.7
58,14,6.73,39.1,84.3,30.3,87.6,0.7
58,15,7.46,33.8,36.7,28.5,82.8,0.7
58,16,7.2,37.8,34.9,29.7,87.8,0.8
58,17,7.4,49.2,51.3,33.8,90,0.8
58,18,6.78,36.4,85.7,23.3,80,0.8
58,19,6.87,39.3,60.7,31.4,82.3,0.9
58,20,6.73,43.6,38.2,25.8,85.5,0.9
58,21,7.37,34.2,102.1,30.4,86.1,0.9
58,22,7.3,47.5,98.5,29.8,85.5,1
58,23,6.89,32.9,97.5,6.9,96.8,1
58,24,6.85,36.9,108.5,32,85.3,1.1
58,25,7.01,49.4,65.1,17.5,81.8,1.1
58,26,6.94,34.7,35.4,7.1,84.9,1.1
58,27,6.75,30.9,35.4,32.4,80.4,1.2
58,28,6.8,48.4,79,15.6,96.7,1.2
58,29,7.05,45.7,104.3,8.2,94.9,1.2
58,30,7.33,42.3,47.3,24.6,84.8,1.3
58,31,6.89,44.6,66.7,14.2,91.5,1.3
58,32,7.29,49,81.2,15.1,92.6,1.3
58,33,6.96,32.3,105.3,16.6,90.2,1.4
58,34,7.29,48.2,94.7,24.1,96.2,1.4
58,35,7.01,36.2,93.9,26.2,80.8,1.4
58,36,7.48,42,32.2,18.6,82.3,1.5
58,37,7.03,48.7,65.1,19.5,87.6,1.5
58,38,7.23,31.3,53.1,32.6,90.7,1.5
58,39,7.32,42.3,75.9,11.4,80.4,1.6
58,40,7.45,36.6,31.4,12.2,97.1,1.6
58,41,6.91,31,96.2,9.4,80.8,1.7
58,42,7.06,44.5,48.4,18.2,93.1,1.7
58,43,7.33,40.5,58,6.5,98.3,1.7
58,44,7.29,37.4,50.3,26.8,86.8,1.8
58,45,7.07,39.2,41.1,28.7,85.3,1.8
58,46,7.02,36.9,75.6,20.7,94.3,1.8
58,47,6.72,38,106.6,24,92.7,1.9
58,48,6.86,39.8,49.1,22.6,96.5,1.9
58,49,7.12,37.5,74.5,10.9,98.5,1.9
58,50,6.89,37.2,96.1,23.8,94.5,2
59,0,6.9,32.5,57.7,25.9,88.2,0.2
59,1,7.41,37.7,39.2,9.6,97.7,0.2
59,2,7.02,35,69,25.5,90.6,0.3
59,3,6.88,38.7,72.5,5.7,89.7,0.3
59,4,7.41,43.7,95.7,12.6,95.8,0.3
59,5,7.1,31.4,101.8,6.4,89.1,0.4
59,6,7.4,43,108.8,15.2,98.1,0.4
59,7,7.37,41.3,77.9,31.8,86.8,0.4
59,8,7.16,48.7,79.5,11.8,97.2,0.5
59,9,7.17,30.6,77.6,17,81.9,0.5
59,10,7,31.4,85.8,28.2,85.5,0.6
59,11,7.06,39.6,68.2,16.7,98.4,0.6
59,12,6.87,48.2,51.6,9.2,80.8,0.6
59,13,7.22,49,50.3,29.7,89,0.7
59,14,7.33,47.6,55.2,24.1,87,0.7
59,15,7.41,31.6,34.4,17,92.8,0.7
59,16,7.34,40.4,102.2,33.3,91.8,0.8
59,17,6.98,38.3,99.4,10.1,89.4,0.8
59,18,7.07,37.4,97.9,29.1,91.7,0.8
59,19,7.03,47.3,83.6,18,84.1,0.9
59,20,7,43,46.8,27.5,85,0.9
59,21,7.08,39.7,45.2,29.4,90.1,0.9
59,22,7.48,38.5,86.3,34.3,89,1
59,23,7.49,42.3,92.1,26.5,95.9,1
59,24,6.81,39,93.9,13.5,92.3,1.1
59,25,6.82,32.7,30.2,33,88.4,1.1
59,26,7.46,34.9,95.2,31.2,98.9,1.1
59,27,7.36,34.8,55.4,7.6,88.9,1.2
59,28,7.43,36.4,93.9,6.5,84.7,1.2
59,29,6.84,31.7,60.8,33.7,84.8,1.2
59,30,7.26,35.9,101.8,34.9,87.7,1.3
59,31,6.73,37.2,107.3,31.8,92.8,1.3
59,32,7.37,36.6,72.9,14.5,86.4,1.3
59,33,7.05,30,85.8,27.9,92.3,1.4
59,34,6.93,44.2,95.3,34.6,88.9,1.4
59,35,6.7,37.7,94.9,19.8,97.8,1.4
59,36,7.28,30.9,73.9,31.9,81.3,1.5
59,37,6.7,34,87.9,20.2,83.9,1.5
59,38,6.82,35.4,86.2,27.2,98.7,1.5
59,39,7.11,40.6,74,15.8,87.2,1.6
59,40,7.16,43.1,45.5,24.3,94.5,1.6
59,41,7.46,45.8,82.2,24.2,87.4,1.7
59,42,7.1,49.8,59.2,5,88.3,1.7
59,43,7.35,36.7,43.3,22.3,92.1,1.7
59,44,6.95,32.3,77.9,12.1,91.3,1.8
59,45,7.36,31.7,108.2,28.8,89.6,1.8
59,46,6.85,36.8,59.9,21.4,96.2,1.8
59,47,6.7,31.2,48.6,34.2,86,1.9
59,48,7.24,44.9,57.5,13.6,83,1.9
59,49,7.06,36.5,41.1,17.1,89.8,1.9
59,50,7.49,43.1,32.5,9.2,92.7,2
60,0,7.15,33.9,65.1,16.6,93.7,0.2
60,1,6.87,40.9,36.2,7.5,89.6,0.2
60,2,7.09,48.9,109,21.3,96.5,0.3
60,3,7.43,32.2,31.4,7.8,93.9,0.3
60,4,6.74,44.8,102.4,21.1,98.9,0.3
60,5,6.83,49.1,90.5,13.3,81.3,0.4
60,6,7.05,44.3,83.6,33.7,83.7,0.4
60,7,7.37,45.3,62.6,5.5,88.2,0.4
60,8,7.31,36.4,71.2,23.2,85.3,0.5
60,9,7.01,41.2,47.1,9.8,93.2,0.5
60,10,7.04,30.1,69.9,5.5,95.9,0.6
60,11,6.93,43.4,76.2,18.6,98.5,0.6
60,12,6.91,44.2,45.4,31.2,82.1,0.6
60,13,6.73,32.5,40.8,11.4,80.3,0.7
60,14,6.83,35.2,89.7,20.3,80.3,0.7
60,15,6.8,39.4,43.3,22.9,87.4,0.7
60,16,7.11,46.9,62.5,8.1,92.9,0.8
60,17,6.71,40.3,69.7,6.2,80,0.8
60,18,7.05,44.7,36.3,32.5,94.2,0.8
60,19,7.48,40.2,56.4,31.2,81.4,0.9
60,20,7.12,32.7,52.3,31.3,98.3,0.9
60,21,6.88,39,83.8,28.2,91.5,0.9
60,22,7.34,33.9,87.6,27.5,84.9,1
60,23,6.7,48.4,104.7,6.1,89.9,1
60,24,7,47.7,77.3,6.7,94.5,1.1
60,25,7.19,37.2,71.6,24.1,85.2,1.1
60,26,6.94,40.7,56.4,29.5,80,1.1
60,27,7.09,33.3,44.8,31.7,90.4,1.2
60,28,7.05,34.3,100.4,26.6,92.4,1.2
60,29,6.81,36.5,83.6,20.6,95.8,1.2
60,30,6.75,42.5,53.6,27.5,95.5,1.3
60,31,6.85,45.8,79.8,30,91.8,1.3
60,32,7.27,35.5,34.8,25.1,92.2,1.3
60,33,7.41,47.1,34.8,22.1,80.7,1.4
60,34,6.8,40.8,30.8,21.3,83,1.4
60,35,7.24,31.5,85.1,29.5,92.3,1.4
60,36,7.19,37.4,91.7,14.5,87.5,1.5
60,37,6.94,42.3,106.9,11.9,86.9,1.5
60,38,6.9,32.9,68.6,18.9,86.7,1.5
60,39,7.34,42.2,82.2,14.4,95.8,1.6
60,40,7.02,39.4,36.6,32.7,94.6,1.6
60,41,6.76,46.3,37.7,8.9,92.8,1.7
60,42,7.2,37.1,93.3,16.2,91.9,1.7
60,43,6.96,45.1,69.7,20.5,96.9,1.7
60,44,7.45,44.5,48,12.5,97.8,1.8
60,45,7.23,43.1,43.7,24.7,93.2,1.8
60,46,7.49,33.7,60.5,25.3,89.7,1.8
60,47,7.13,38.3,108.4,5.2,93.3,1.9
60,48,6.71,47.6,51,7.1,92,1.9
60,49,7.46,45,37.4,29.6,96.7,1.9
60,50,6.83,48.4,87.5,13.3,82.9,2
61,0,7.29,30.2,96.3,24.2,83.5,0.2
61,1,7.1,31,40.1,30.3,96.2,0.2
61,2,6.86,33.8,33.6,6.9,97.9,0.3
61,3,6.97,47.2,54.4,13.4,94.5,0.3
61,4,7.31,48.2,49.8,21.4,98,0.3
61,5,6.78,37.9,89,11.2,91.4,0.4
61,6,7.24,45.8,39.5,11.3,93.5,0.4
61,7,7.24,44.4,48.8,29.7,98.5,0.4
61,8,7.07,38.2,55,31.8,90,0.5
61,9,6.78,35.1,43.5,28,88,0.5
61,10,6.9,30.2,60.5,14.6,98.7,0.6
61,11,7.24,45.4,51.6,13.7,91.2,0.6
61,12,7.14,39.4,69.3,27.3,90.7,0.6
61,13,7.35,40.8,83.8,22.1,82.6,0.7
61,14,6.91,31.1,101.9,29.1,87.4,0.7
61,15,7.49,35.8,91.7,34.1,88,0.7
61,16,6.7,47.4,44.2,31.7,88.6,0.8
61,17,7.22,32,91.2,10,81,0.8
61,18,7.33,46.3,105.3,24.2,97.8,0.8
61,19,6.95,47.8,68.1,12.1,94.2,0.9
61,20,7.11,48.5,38,11.3,93.2,0.9
61,21,7.08,49.3,93.2,14.4,84.4,0.9
61,22,7.21,32.3,51.3,21.2,95.5,1
61,23,7.22,37.9,30.8,28.6,98.1,1
61,24,7.02,32.2,44.2,15.1,87.4,1.1
61,25,6.78,41.6,52.7,6.1,92,1.1
61,26,6.85,33.8,72.7,23.1,95.8,1.1
61,27,6.71,30.1,94.5,32.4,94.9,1.2
61,28,7.32,48.2,54,15.6,98.9,1.2
61,29,7.1,41.8,53.3,5.8,84.2,1.2
61,30,6.81,44.5,106.1,10.3,80.9,1.3
61,31,6.88,40.5,70.9,19.2,90.5,1.3
61,32,7.17,45.6,30.5,28.2,98,1.3
61,33,7.32,36,69.4,34.1,96.2,1.4
61,34,7.01,46.2,93.8,14.9,94.4,1.4
61,35,7.04,38.8,103.3,24.7,81,1.4
61,36,7.43,35.6,84.3,10.6,95.5,1.5
61,37,6.82,30.6,33.6,11.5,86,1.5
61,38,7.08,30.9,86.5,29.9,86.3,1.5
61,39,7.47,49.4,47.3,8.3,96.9,1.6
61,40,6.93,35.5,79.8,10.8,91.2,1.6
61,41,7.09,49.8,61.8,30.4,90.3,1.7
61,42,7.18,38.5,87.9,5.2,95.2,1.7
61,43,6.71,34.9,67.8,33.4,80.1,1.7
61,44,6.84,40.5,44.1,17.9,85.8,1.8
61,45,7.45,33.1,70.7,9.9,90.1,1.8
61,46,6.99,44.9,97.8,27.5,89.2,1.8
61,47,7.28,31.7,105.2,17.5,95.8,1.9
61,48,7.2,44,38.7,32.4,95.1,1.9
61,49,7.15,49,40.5,32.1,95.2,1.9
61,50,7.47,45.4,78.7,17.4,85.5,2
62,0,7.34,40.6,71,22,93.3,0.2
62,1,6.9,38,78.2,9.8,89.4,0.2
62,2,7.1,49.1,100.2,24.8,92.8,0.3
62,3,7.29,45.2,70.4,20.5,90.7,0.3
62,4,7.34,49,41.7,16.4,93.5,0.3
62,5,6.85,48.4,90.1,6.4,88.7,0.4
62,6,6.95,30.4,78.8,34.7,84.4,0.4
62,7,7.48,31.1,63,27.1,83.2,0.4
62,8,7.04,31.4,99.4,5.4,97.5,0.5
62,9,7.1,48,44,5.9,87.9,0.5
62,10,7.24,31.4,57,7,98.6,0.6
62,11,6.75,35.4,36.6,14.2,88.5,0.6
62,12,7.15,36,47.1,21.2,92.1,0.6
62,13,6.72,40.7,46,7.7,93.6,0.7
62,14,7.44,48.9,46.8,29.8,81.4,0.7
62,15,7.06,41.7,97.1,16,90,0.7
62,16,7.37,35.4,41.7,8.8,90.9,0.8
62,17,6.96,38.5,108.7,32.1,94.5,0.8
62,18,7.45,34.5,93.9,10.3,87.7,0.8
62,19,7.19,36,88.1,18.3,83.2,0.9
62,20,6.81,31.9,54.9,22.5,96.5,0.9
62,21,7.36,47.8,62.7,20.3,80.7,0.9
62,22,6.87,46.6,62.6,5.7,87.3,1
62,23,7.42,40.8,45.2,5.7,86.5,1
62,24,6.98,40.9,67.6,22.2,81.1,1.1
62,25,6.98,30.6,50,17.5,92.7,1.1
62,26,6.96,45.9,61.6,26.2,90.2,1.1
62,27,7.11,30.8,38.7,23.6,92,1.2
62,28,7,41.7,89.8,6.5,94.9,1.2
62,29,7.23,38.4,108.1,12.3,85,1.2
62,30,6.85,39.5,37,13.3,92.9,1.3
62,31,7.29,34.2,54.8,27.4,88,1.3
62,32,7.03,35.9,54.7,14.6,84.1,1.3
62,33,7.13,38.7,101.6,11.4,82.9,1.4
62,34,7.15,33.1,93.9,7.1,84.1,1.4
62,35,6.98,46.1,85,24.3,91.9,1.4
62,36,7.01,30.2,87,10.7,83.2,1.5
62,37,7.27,47.8,55.5,5.9,85.8,1.5
62,38,7.32,46.6,105.2,20.3,99,1.5
62,39,7.41,32.5,96.6,6.1,93.1,1.6
62,40,7.25,48,94.8,26.6,88.2,1.6
62,41,6.83,39.6,80.7,14,93.1,1.7
62,42,7.15,44,90.4,24,85.4,1.7
62,43,7.48,30.4,99.1,30.9,95.9,1.7
62,44,7.23,30.2,33.7,26.1,82,1.8
62,45,6.88,34.8,30.4,23.4,80.9,1.8
62,46,6.91,41.6,49.4,25.3,92.3,1.8
62,47,6.96,35.4,105.3,30.1,96.4,1.9
62,48,6.71,47.7,94.3,7.9,94.2,1.9
62,49,6.73,47.7,58.6,5.9,94.8,1.9
62,50,7.11,47.3,41.4,8,98.7,2
63,0,7.14,33.2,68.9,9.6,97.3,0.2
63,1,7.2,39.6,70,21.7,98,0.2
63,2,7.5,46,97.1,29.6,82.4,0.3
63,3,7.49,48.8,89.1,29,86,0.3
63,4,6.81,33.5,95.3,34.1,85.6,0.3
63,5,7.42,44.8,61.6,32.7,87.8,0.4
63,6,6.87,36,77,22.8,98.7,0.4
63,7,6.81,40,91.6,19.6,93.6,0.4
63,8,7.36,34.1,85,31.1,90.2,0.5
63,9,6.96,38.7,91,10.9,82.2,0.5
63,10,7.29,45.7,31.9,6.7,80.8,0.6
63,11,7.36,43.1,64.7,31.4,90.3,0.6
63,12,6.92,47.9,42,6.9,91.9,0.6
63,13,7.41,38.5,57.9,27.5,86.7,0.7
63,14,7.47,45.1,101,21.8,80.1,0.7
63,15,7.3,43.2,70.7,24.8,95.3,0.7
63,16,6.94,45.2,79.2,10.6,94.6,0.8
63,17,7.05,37.6,71.2,26.1,80.5,0.8
63,18,6.94,31.1,67.6,28,80.3,0.8
