Bioreactor,Day,pH,CO2,O2_MFC,Cell_Density,Cell_Viability,Product_Titer
55,23,7.27,88.9,27,13.6,84.4,1.5
55,24,7.12,108.7,27,8.6,82.4,1.5
55,25,6.88,58.8,27,23.9,84.7,1.6
55,26,7.21,42.3,27,9.8,97.8,1.6
55,27,6.95,43,27,13.8,80.9,1.6
55,28,7.23,76.8,27,5.6,84.6,1.6
55,29,6.8,88.7,27,24.3,82.5,1.6
55,30,6.85,77,27,25.8,93.3,1.6
55,31,7.1,105.6,27,27.9,93.8,1.7
55,32,6.98,44.9,27,8.9,83.9,1.8
55,33,7.12,82.3,27,10,94.6,1.8
55,34,7.11,61.7,27,7.8,96.6,1.8
55,35,7.49,70.5,27,19.6,92.9,1.8
55,36,7.06,105.8,27,23.8,84.6,1.9
55,37,6.98,66,27,22,90.8,1.9
55,38,7.14,82.2,27,11.4,85.7,1.9
55,39,6.75,30.1,27,25.9,93.6,1.9
55,40,7.04,89.2,27,24.9,96.4,1.9
55,41,7.11,106.9,27,13.4,84.5,1.9
55,42,7.02,80.2,28,12.4,82.2,0.2
55,43,7.01,47,28,19.3,96.8,0.2
55,44,7.16,54.7,28,24,80.7,0.2
55,45,7.43,72,28,28.2,88.7,0.3
55,46,7.2,94.6,28,12.8,97.5,0.3
55,47,7.33,41.1,28,12.3,81.9,0.4
55,48,6.9,108.2,28,25.8,83.9,0.4
55,49,7.32,51.5,28,19.5,90.3,0.4
55,50,6.97,66.8,28,10.4,84.7,0.4
56,0,6.81,83.7,28,22.7,88.7,0.4
56,1,7.36,39.1,28,13.1,97.2,0.5
56,2,7.23,48.2,28,32.6,94.8,0.5
56,3,7.48,86.8,28,27,88.2,0.5
56,4,7.23,32.7,28,10.9,96.3,0.5
56,5,6.96,75.5,28,16,91.5,0.5
56,6,7.44,52.8,28,20.5,84.7,0.6
56,7,7.33,80.6,28,32.9,82.7,0.6
56,8,7.46,40.6,28,8.7,93.3,0.6
56,9,6.75,36.6,28,14.2,88.5,0.6
56,10,7.34,43.9,28,24.2,84.1,0.6
56,11,6.88,53.3,28,10.3,80.4,0.6
56,12,6.82,63.9,28,27.7,89.7,0.6
56,13,6.86,90.4,28,22.4,96.5,0.7
56,14,7.42,44.4,28,22.4,96.6,0.7
56,15,7.35,56.1,28,14.8,90.4,0.7
56,16,6.87,101.6,28,18.2,90.4,0.7
56,17,7.18,38.5,28,31.4,86.7,0.7
56,18,6.91,92.7,28,14.1,97.2,0.7
56,19,7.04,39.2,28,31,84.5,0.8
56,20,6.89,31.7,28,30.8,96.5,0.8
56,21,6.71,69.7,28,6.2,80,0.8
56,22,6.87,45.1,28,28.2,96.3,0.8
56,23,6.91,53.3,28,31.3,85.5,0.8
56,24,7.46,51.6,28,28.9,90.8,0.8
56,25,7.24,41.9,28,24.8,84,1
56,26,6.73,84.4,28,30.7,96.3,1
56,27,6.88,45.1,28,17.5,84.3,1
56,28,7.11,96.8,28,6.1,93.8,1
56,29,6.87,77.2,28,8.5,91.8,1
56,30,6.88,84,28,17.5,80.5,1
56,31,7.45,73,28,12.7,82.1,1
56,32,7.41,31,28,11.2,96.4,1.1
56,33,7.46,56,28,13.8,95.3,1.1
56,34,6.96,31.9,28,25.6,91.2,1.1
56,35,7.08,57.4,28,27.1,93.5,1.1
56,36,7.21,101.2,28,17.8,97,1.1
56,37,7.29,42.4,28,22.7,91.1,1.1
56,38,7.05,74.1,28,23.8,89,1.2
56,39,7.14,45.8,28,31,98.7,1.2
56,40,7.07,86.1,28,18.5,96.4,1.2
56,41,7.48,107.7,28,6.2,82.8,1.3
56,42,6.73,63.2,28,23.2,86.7,1.3
56,43,6.73,31.7,28,10.6,91.4,1.3
56,44,7.14,70.2,28,26.4,90.1,1.3
56,45,7.2,43.6,28,10.2,89.1,1.3
56,46,7.39,49.8,28,33.7,91.5,1.3
56,47,6.73,61.8,28,9.8,94.1,1.3
56,48,7.44,103.7,28,13.5,97,1.3
56,49,6.85,93.7,28,26.7,83.6,1.4
56,50,6.97,79.2,28,29.6,80.9,1.4
57,0,6.8,30.8,28,21.3,83,1.4
57,1,7.21,103.9,28,12.8,83,1.4
57,2,7.21,34,28,27.1,91.4,1.4
57,3,6.77,71.2,28,29.3,83.9,1.4
57,4,7.41,95.5,28,12.6,86.1,1.5
57,5,7.12,86.6,28,16.5,84,1.5
57,6,7.39,88.1,28,10.5,89.3,1.5
57,7,7.39,66,28,9.5,80.3,1.5
57,8,7.09,86.7,28,23.3,86.5,1.5
57,9,7.4,76.1,28,19,91.4,1.5
57,10,7.09,103.7,28,20.5,96.3,1.5
57,11,7.08,31.8,28,21,90.8,1.5
57,12,7.46,54,28,7.4,85.8,1.6
57,13,6.78,77,28,22.7,81.6,1.6
57,14,7.23,44.9,28,26.3,89.5,1.6
57,15,7.5,89.9,28,17.3,89.3,1.6
57,16,7.31,85.8,28,31.4,86.5,1.7
57,17,7.34,109.8,28,9.1,90.7,1.7
57,18,6.9,43,28,16.8,84.5,1.7
57,19,6.83,71.5,28,12.6,92.1,1.8
57,20,7.48,95.2,28,6.5,81.7,1.8
57,21,7.3,100,28,28.6,88,1.8
57,22,7.04,104.1,28,12.7,91.7,1.8
57,23,7.18,51.2,28,23,93.3,1.9
57,24,7.15,38.1,28,21.9,80,1.9
57,25,6.93,43.7,28,23.1,87.2,1.9
57,26,6.92,77.9,28,26.2,87.2,2
57,27,6.83,97.2,28,18.7,84.8,2
57,28,,,28,,,
57,29,7.06,100.6,29,27.6,89.7,0.2
57,30,7.02,84.2,29,28.2,80.5,0.2
57,31,7.14,68.9,29,9.6,97.3,0.2
57,32,6.86,104.8,29,22.5,80.6,0.2
57,33,7.16,67.9,29,25.7,98.3,0.3
57,34,6.99,45.4,29,30,87.8,0.3
57,35,6.86,33.6,29,6.9,97.9,0.3
57,36,7.32,108.2,29,14.3,96.1,0.3
57,37,7.1,48.6,29,15.1,80.2,0.3
57,38,7.38,109.2,29,19.2,94.8,0.3
57,39,7.48,104.7,29,25.5,82.9,0.3
57,40,7.3,100.7,29,19.6,93.4,0.4
57,41,7.14,92.8,29,17.6,93,0.4
57,42,7.19,108.3,29,6,91.1,0.4
57,43,6.87,80.9,29,6.5,97.2,0.4
57,44,7.3,55.8,29,21.3,81,0.4
57,45,7.1,88.1,29,7.5,95.8,0.4
57,46,7.45,99,29,15.9,95,0.4
57,47,6.95,33.1,29,28.2,88,0.5
57,48,7.15,32.6,29,13.9,88.4,0.5
57,49,7.44,37.4,29,33.3,91.8,0.5
57,50,7.12,37,29,18.4,91.1,0.5
58,0,7.06,49.7,29,14,80.1,0.6
58,1,7.37,35.5,29,26,94.2,0.6
58,2,6.87,92.6,29,18.4,94.4,0.6
58,3,7.38,91.1,29,20.4,93.3,0.6
58,4,6.83,88.5,29,15.3,91,0.6
58,5,7.36,100.1,29,6.8,84.5,0.6
58,6,6.95,77,29,15.4,98.4,0.6
58,7,6.92,65.3,29,28,82.2,0.6
58,8,7.28,74.9,29,21.8,90,0.6
58,9,7.17,100.8,29,28.4,94.3,0.6
58,10,7.32,32.4,29,29.5,81,0.7
58,11,7.17,77.9,29,11.4,92.4,0.7
58,12,7.28,86.8,29,8.3,87.2,0.7
58,13,7.44,96.9,29,20.9,95.4,0.7
58,14,6.78,99.7,29,33,94.2,0.7
58,15,7.39,74,29,24.6,93.4,0.7
58,16,7.09,92.6,29,25.9,85.9,0.8
58,17,7.01,102.7,29,30,98.5,0.8
58,18,6.74,51.6,29,19,84,0.8
58,19,7.29,72.4,29,18.7,87.9,0.8
58,20,7.05,85.7,29,8,89.8,0.8
58,21,7.12,62.7,29,8.9,98.7,0.8
58,22,7.26,83.5,29,18.3,93.3,0.8
58,23,7.41,85.9,29,6.2,94.9,0.8
58,24,7.28,98.3,29,21.9,94.9,0.9
58,25,6.94,43.2,29,33.6,87,0.9
58,26,6.89,85.2,29,16.3,97.3,0.9
58,27,7.29,46,29,19.2,97.4,0.9
58,28,6.94,103.9,29,13.2,87,0.9
58,29,6.88,55.4,29,14.7,90.3,1
58,30,7.18,56.7,29,11.9,90.3,1
58,31,7.38,52.5,29,34.6,88.9,1
58,32,7,35.9,29,25.7,91.1,1
58,33,7.04,109.7,29,26.8,87.9,1
58,34,7.49,92.1,29,26.5,95.9,1
58,35,7.33,58.2,29,17.3,82.8,1
58,36,6.84,76.8,29,25.5,98.2,1.1
58,37,6.94,35.5,29,31.7,95.3,1.1
58,38,7.21,68.9,29,20.8,83.6,1.1
58,39,7.04,76.1,29,22.6,96.6,1.1
58,40,7.24,31.5,29,29.9,93.9,1.2
58,41,7.23,91,29,13.1,98.4,1.2
58,42,7.09,88.4,29,18.6,95.9,1.2
58,43,7.16,82.1,29,11,83.6,1.2
58,44,7,89.8,29,6.5,94.9,1.2
58,45,6.95,88.4,29,33.1,80.8,1.2
58,46,6.86,63.6,29,22.4,94.6,1.2
58,47,7.24,83.1,29,18.7,87.4,1.3
58,48,6.92,45.8,29,30.6,84.3,1.3
58,49,7.07,92.3,29,23.1,96.8,1.3
58,50,6.73,103.9,29,28,84.1,1.3
59,0,6.98,100.6,29,30.5,91.5,1.3
59,1,7.41,75.3,29,9.1,98.3,1.3
59,2,6.82,93.9,29,28.5,87.3,1.4
59,3,7.02,100,29,7.8,96.8,1.4
59,4,7,42.3,29,23.4,88.1,1.4
59,5,7.26,43,29,15.9,87.6,1.4
59,6,7.33,75.2,29,17.8,83.5,1.4
59,7,6.74,31.5,29,8.8,92.2,1.5
59,8,7.43,84.3,29,10.6,95.5,1.5
59,9,6.88,54,29,9.2,86.7,1.5
59,10,6.97,52.7,29,33.3,85.5,1.6
59,11,7.11,80.2,29,31.4,91.1,1.6
59,12,7.47,32.4,29,28.2,80.5,1.6
59,13,7.24,43.7,29,23.3,86.3,1.6
59,14,6.88,66.4,29,28.1,88.4,1.6
59,15,7.03,36.6,29,19.3,90.6,1.7
59,16,6.82,102.8,29,21.7,98.6,1.7
59,17,6.74,65.6,29,7.4,88.1,1.7
59,18,7.45,73.4,29,6.3,93.6,1.8
59,19,6.93,89.9,29,27,86.5,1.8
59,20,7.45,48,29,12.5,97.8,1.8
59,21,7.46,100.9,29,23.9,88.1,1.8
59,22,6.78,48.2,29,13.9,98,1.8
59,23,7.04,105.1,29,34.2,92.1,1.8
59,24,6.8,54,29,16.5,90.3,1.8
59,25,7.42,79.6,29,20.7,95.1,1.8
59,26,6.93,100,29,14.5,93.4,1.9
59,27,7.14,80.7,29,9,84.1,1.9
59,28,7.34,92,29,15.5,98,1.9
59,29,6.87,50.9,29,22.7,81.3,1.9
59,30,7.35,97,29,33.7,86.5,1.9
59,31,6.75,91.9,29,17.1,84.2,1.9
59,32,,,29,,,
59,33,,,29,,,
59,34,7.04,77.5,30,11.1,95.1,0.2
59,35,7.48,76.5,30,32.4,97.3,0.2
59,36,6.83,83,30,22.7,90.4,0.4
59,37,7.42,94.9,30,17.9,97.3,0.4
59,38,6.71,91.7,30,18.9,90,0.4
59,39,7.11,103.8,30,15.4,92.3,0.5
59,40,7.19,90.7,30,30,98.1,0.5
59,41,7.37,91.3,30,32,83.4,0.5
59,42,7.32,34.2,30,11.6,95.7,0.5
59,43,7.07,93.2,30,24.4,88.7,0.6
59,44,7.01,41,30,29.5,81.7,0.6
59,45,7.08,100.9,30,33.4,80.9,0.6
59,46,6.96,93.7,30,27.2,86.1,0.6
59,47,7.09,103.8,30,19.1,82.9,0.6
59,48,7.4,84.6,30,29.6,84,0.6
59,49,7.14,73,30,27.2,82.8,0.6
59,50,7.21,91.9,30,16.1,88.2,0.6
60,0,7.33,63.7,30,10.2,94.7,0.7
60,1,6.95,77,30,29.2,92.6,0.7
60,2,7.31,63.4,30,23.6,89.6,0.7
60,3,6.86,89,30,6.1,95.4,0.7
60,4,7.02,55.8,30,22.8,95.2,0.7
60,5,7.21,106.1,30,32.1,98.2,0.7
60,6,7.46,34,30,28.6,93.4,0.7
60,7,7.49,91.7,30,34.1,88,0.7
60,8,6.71,51.3,30,22.6,96.3,0.8
60,9,6.92,84.3,30,34.3,81,0.8
60,10,6.9,54.5,30,28.7,96.7,0.8
60,11,6.8,95.4,30,23.8,82.8,0.8
60,12,7,72.7,30,15.4,93,0.8
60,13,7.49,78.6,30,19.5,87.5,0.9
60,14,7.06,109.1,30,33.8,84.5,0.9
60,15,6.77,38.7,30,24.6,96.9,0.9
60,16,7.22,108.2,30,10,88.5,0.9
60,17,7.22,40.3,30,34.5,89.5,0.9
60,18,7.14,80.5,30,13.6,94.6,0.9
60,19,7.33,65.1,30,18.8,95.5,0.9
60,20,7.14,77,30,10.6,95.8,0.9
60,21,7.21,96.8,30,7.8,90.7,0.9
60,22,7.32,40.2,30,12.2,96.8,0.9
60,23,6.86,52.4,30,25.7,85.8,1
60,24,7.35,79.8,30,27.3,84.8,1
60,25,6.91,80.5,30,5.7,80.9,1
60,26,7.02,61.9,30,28.3,97.7,1
60,27,7.1,71,30,18.2,99,1
60,28,6.95,49.9,30,7.9,93.7,1
60,29,7.26,41,30,26.9,92.9,1.1
60,30,7.14,74.9,30,32.3,96.3,1.1
60,31,7.05,42.9,30,27.6,92.1,1.1
60,32,7.26,70.3,30,31.3,97.8,1.3
60,33,7.19,41.7,30,15.9,87.4,1.3
60,34,7.3,93.5,30,34.9,80.7,1.3
60,35,7.3,68.5,30,11.1,88.1,1.3
60,36,7.34,45.4,30,10.6,87,1.3
60,37,6.8,104.8,30,29.8,81.1,1.3
60,38,7.06,53.7,30,6.7,84.1,1.3
60,39,6.84,61.6,30,16.8,96.7,1.3
60,40,7.5,105.8,30,29.8,92.8,1.3
60,41,7.15,51.1,30,20.5,93.2,1.4
60,42,6.83,51.1,30,27.2,83.5,1.4
60,43,7.01,76.8,30,17.3,93.9,1.4
60,44,7.06,86.2,30,9.3,84.7,1.4
60,45,6.92,105.5,30,33.6,91.5,1.4
60,46,6.99,43.4,30,19.3,86.9,1.4
60,47,7.33,73.5,30,29.5,84.5,1.4
60,48,7.16,42.2,30,18.3,92.5,1.4
60,49,6.93,77.3,30,7.4,85,1.5
60,50,7.27,103.3,30,11.4,85.9,1.5
61,0,7.27,36.1,30,30.5,83.7,1.5
61,1,6.98,63.1,30,24.1,87.7,1.5
61,2,6.96,93.1,30,11.2,84.2,1.5
61,3,7.32,68.1,30,34.5,96.3,1.6
61,4,7.15,78.6,30,28,97.2,1.6
61,5,7.22,64.2,30,24.2,84.2,1.6
61,6,6.88,45.2,30,9.8,87.6,1.6
61,7,7.49,68.4,30,15.9,83.6,1.6
61,8,7.08,77.2,30,19,94.2,1.6
61,9,7.31,38.4,30,33.4,87,1.6
61,10,7.25,48.1,30,26.7,84.7,1.7
61,11,6.85,65.7,30,33.9,84,1.7
61,12,7.09,91.9,30,23.8,85.3,1.7
61,13,7.23,40.3,30,29.8,98.2,1.8
61,14,6.72,84.1,30,18.6,84.9,1.8
61,15,6.84,47,30,27.7,96.6,1.8
61,16,6.94,85.8,30,12.4,90.7,1.8
61,17,6.76,49.5,30,26.8,85.8,1.8
61,18,6.8,98.3,30,31.4,95.6,1.8
61,19,7.49,60.5,30,25.3,89.7,1.8
61,20,6.79,55.8,30,22.9,95.2,1.9
61,21,7.12,74.1,30,14.4,88,1.9
61,22,7.12,88.1,30,28.8,80.1,1.9
61,23,7.48,49.2,30,17.2,88,1.9
61,24,7.37,38.8,30,32,85.6,1.9
61,25,7.08,51.1,30,28.3,81.9,1.9
61,26,7.21,35.1,30,22.3,96.4,1.9
61,27,7.26,36.1,30,34.2,89.1,1.9
61,28,6.9,72.4,30,18.3,97.9,2
61,29,7.45,49.2,30,24.1,92.8,2
61,30,7.28,31.9,30,14,98,2
61,31,7.34,80.8,30,22.7,94.6,2
61,32,6.94,58.8,30,20.7,87.3,2
61,33,7.15,81.7,30,21,96,2
61,34,,,30,,,
61,35,,,30,,,
61,36,7.45,31.2,31,18.3,96.5,0.2
61,37,7.24,83,31,21.6,88.5,0.2
61,38,7.49,93.1,31,6.2,88.3,0.2
61,39,6.97,83.4,31,20.2,89.2,0.3
61,40,7.03,99.5,31,7.4,88.5,0.3
61,41,7.41,95.7,31,12.6,95.8,0.3
61,42,7.37,79.7,31,20.3,86.7,0.4
61,43,6.72,54.5,31,22.3,82.4,0.4
61,44,6.92,59.3,31,28.4,80.6,0.4
61,45,7.22,72.1,31,33.9,81.7,0.4
61,46,7.2,67.2,31,6.6,84.5,0.5
61,47,7.01,85.1,31,33.1,88.2,0.5
61,48,6.72,103.8,31,20.4,88.9,0.5
61,49,6.97,36.9,31,34.7,93.7,0.5
61,50,6.97,42.1,31,25.4,87.1,0.5
62,0,7.1,94.9,31,12.4,97.6,0.6
62,1,7.13,34.8,31,27,82.7,0.6
62,2,7.16,100.9,31,8,90.1,0.6
62,3,6.88,43.7,31,14.2,89.6,0.6
62,4,7.45,51.8,31,32.1,84,0.6
62,5,6.97,109,31,13.7,82.9,0.6
62,6,7.46,39,31,22.1,92,0.6
62,7,7.35,34.1,31,6.1,80.1,0.7
62,8,7.49,51.2,31,14,97.5,0.7
62,9,7.17,84.8,31,7.7,97.1,0.7
62,10,6.81,86.8,31,25.2,92.5,0.7
62,11,6.83,94.9,31,19.7,87.9,0.8
62,12,7.19,99.7,31,27.8,82.5,0.8
62,13,6.83,59,31,10.7,91.3,0.8
62,14,7.48,100.1,31,14.4,81.1,0.8
62,15,7.23,90.4,31,18.7,97.8,0.8
62,16,7.45,53.5,31,25.7,82.4,0.8
62,17,7.3,71.7,31,34.8,91.7,0.8
62,18,7.26,77.9,31,13.4,93.5,0.8
62,19,7.19,38.6,31,7,90.8,0.8
62,20,6.73,51.1,31,32,95.6,0.9
62,21,6.74,36.2,31,9.6,90,0.9
62,22,6.76,104.8,31,11.2,90.9,0.9
62,23,6.87,70.8,31,34.4,82,0.9
62,24,6.72,106,31,19.5,89.2,0.9
62,25,7.45,50.2,31,21,98.9,0.9
62,26,7.42,44.8,31,5.6,83.4,0.9
62,27,6.94,38.6,31,11.2,89.8,0.9
62,28,7.01,100,31,26.3,89.8,0.9
62,29,7.29,53,31,8.6,98,1
62,30,7.11,43.6,31,24.9,84.1,1
62,31,7.45,108.4,31,20.3,87.1,1
62,32,7.24,53,31,14.6,90.6,1
62,33,7.16,59.2,31,14.1,88.2,1.1
62,34,6.81,107.4,31,30.2,80.1,1.1
62,35,7.49,96.1,31,6.5,81,1.1
62,36,6.85,106.7,31,19.4,86.1,1.1
62,37,6.78,93.1,31,18.2,88.6,1.1
62,38,7.18,38.3,31,6.6,95.4,1.1
62,39,7.35,107.8,31,30.3,95.5,1.1
62,40,7.12,54.8,31,15.1,96.3,1.1
62,41,7.37,96.1,31,23.9,96.7,1.2
62,42,7.34,59.6,31,34.4,94.4,1.2
62,43,7.3,47.8,31,9.8,91.8,1.2
62,44,7.17,78.1,31,26.8,89.8,1.2
62,45,6.92,39,31,31.2,82.9,1.2
62,46,6.84,93.5,31,32.9,84.2,1.3
62,47,7.36,32.6,31,30.6,93.3,1.3
62,48,7.44,85.5,31,30.8,98.6,1.3
62,49,7.15,108.6,31,14.6,87.2,1.3
62,50,7.28,82.5,31,5.5,93,1.3
63,0,7.05,93.6,31,5.5,98,1.4
63,1,7.24,97.9,31,18.3,85.1,1.4
63,2,7.37,88.1,31,5.3,96.8,1.5
63,3,7.45,82.2,31,25.5,93.2,1.5
63,4,6.94,44,31,7.6,97.6,1.5
63,5,7.29,58.4,31,25.3,87.4,1.5
63,6,7.07,31.2,31,26.8,86.7,1.5
63,7,7.38,95.9,31,30.9,86.6,1.5
63,8,6.96,105.7,31,17.1,96.8,1.5
63,9,7.25,107.6,31,30,97,1.5
63,10,7.03,79.5,31,29.1,92.5,1.6
63,11,7.07,50.6,31,23.1,93.5,1.6
63,12,6.88,79.3,31,28.5,90.4,1.6
63,13,7.16,38.3,31,24.8,80.4,1.6
63,14,7.39,57.3,31,25.3,96.2,1.6
63,15,7.15,73,31,21.4,81.1,1.7
63,16,7.15,90.4,31,24,85.4,1.7
63,17,6.81,47.6,31,11.6,82.5,1.7
63,18,6.77,65.7,31,10.4,93.3,1.7
63,19,7.22,64,31,14.4,91.8,1.7
63,20,7.43,96.1,31,26.1,90.4,1.8
63,21,6.95,93.8,31,32.8,90.3,1.8
63,22,7.44,106.3,31,22.9,93.2,1.8
63,23,7.24,57,31,21,82.7,1.9
63,24,6.96,101,31,7,92.8,1.9
63,25,7.41,41.8,31,9.2,89.6,1.9
63,26,7.47,53.3,31,9.4,98.7,1.9
63,27,7.1,51.7,31,22.8,85.9,1.9
63,28,6.87,43.1,31,33.9,95.6,1.9
63,29,6.78,104.1,31,20.7,89.2,1.9
63,30,7.32,107.3,31,20.6,83,1.9
63,31,7.1,77.1,31,27.6,81.4,2
63,32,7.31,79.9,31,27.2,92.2,2
63,33,,,31,,,
63,34,,,31,,,
63,35,,,31,,,
63,36,6.9,57.7,32,25.9,88.2,0.2
63,37,7.17,102.9,32,12.9,96.9,0.2
63,38,7.25,64.3,32,8.2,88.4,0.2
63,39,6.72,109.4,32,19.9,86.5,0.3
63,40,7.23,101.8,32,21.9,90.7,0.3
63,41,7.38,47,32,10.4,85.2,0.3
63,42,7.45,70.3,32,18,98.7,0.3
63,43,7.07,35.8,32,27.4,97.7,0.3
63,44,7.08,76.9,32,33.2,92.4,0.3
63,45,7.41,49,32,9.3,90.6,0.3
63,46,7.37,68.5,32,24.2,86,0.4
63,47,6.73,70.4,32,13.2,93.9,0.4
63,48,7.45,35.9,32,30.1,90.5,0.4
63,49,6.79,43.6,32,7.3,83.3,0.5
63,50,6.7,88.2,32,29,96.5,0.5
64,0,6.83,54.9,32,7.4,98.3,0.5
64,1,7.03,45.4,32,7.3,85.7,0.5
64,2,7.07,101.8,32,32.7,94.9,0.5
64,3,6.89,96,32,5.7,96.4,0.5
64,4,7.24,55.6,32,34.9,97.3,0.5
64,5,7.27,44.7,32,26.7,97.4,0.5
64,6,7.43,77.8,32,17.9,89.7,0.6
64,7,7.15,67.4,32,18.4,94.7,0.6
64,8,6.82,64.7,32,9,81.8,0.7
64,9,7.4,97.1,32,17.9,82,0.7
64,10,6.82,96.4,32,20,86.8,0.7
64,11,6.74,52.2,32,33.4,92,0.7
64,12,6.81,84.2,32,14,85.6,0.8
64,13,7.12,57.7,32,25.7,98,0.8
64,14,7.27,89.2,32,8.2,87.6,0.8
64,15,7.12,61.3,32,13.7,98,0.8
64,16,7.49,80.8,32,14.5,82,0.9
64,17,7.4,102.8,32,14.4,88,0.9
64,18,6.85,34.1,32,15.7,92.7,0.9
64,19,7.18,86.5,32,12.2,80.9,0.9
64,20,7.39,80.3,32,11.8,88.2,0.9
64,21,7.27,35.3,32,5.7,98.2,1
64,22,6.97,81,32,25.5,84.9,1
64,23,7.1,33.3,32,24.4,83.4,1
64,24,7.42,77.1,32,13.2,86,1
64,25,7.37,76.6,32,15.5,95.7,1
64,26,6.99,34.8,32,33,88.6,1
64,27,7.13,39.7,32,6,81,1
64,28,7.34,58.3,32,20.3,97.1,1
64,29,7,60.8,32,22.1,94,1
64,30,7.02,44.2,32,15.1,87.4,1.1
64,31,7.26,67.9,32,31.5,96.9,1.1
64,32,7,105.9,32,24.8,90.4,1.1
64,33,7.46,46.9,32,31.7,89.2,1.1
64,34,7.44,51.2,32,8,90.8,1.1
64,35,7.19,74.6,32,23.1,80.4,1.1
64,36,7.22,57.6,32,8.6,84.6,1.1
64,37,6.84,57.2,32,15.5,89.8,1.2
64,38,7.45,87.8,32,16.2,95.3,1.2
64,39,7.44,84.5,32,12.1,90.5,1.2
64,40,7.01,56,32,16.6,80.7,1.2
64,41,7.16,77.3,32,14.1,98.5,1.2
64,42,7.42,33.7,32,6.9,86.9,1.3
64,43,7,39.4,32,7.8,93.4,1.3
64,44,7.18,108.6,32,13.8,90.9,1.3
64,45,7.31,95.8,32,33.1,92.3,1.3
64,46,6.99,90.7,32,29,86.1,1.3
64,47,7.36,56.5,32,17.4,90.1,1.3
64,48,7.03,59.5,32,34.8,86.7,1.3
64,49,7.44,60.6,32,16.3,93.5,1.4
64,50,7.24,88.3,32,32.2,87.4,1.4
65,0,6.73,49.5,32,30.5,90,1.4
65,1,6.76,77.1,32,31.5,98.8,1.4
65,2,6.74,100.1,32,25.3,90.1,1.4
65,3,6.9,34.8,32,11.7,87,1.4
65,4,6.79,73.9,32,30.2,93.6,1.4
65,5,7.35,94.7,32,11.5,94.8,1.5
65,6,7.07,47.6,32,13.1,80,1.5
65,7,6.97,79,32,17.8,85.6,1.5
65,8,6.8,39.1,32,18.9,94.6,1.5
65,9,6.77,78.7,32,15,93.3,1.5
65,10,6.89,32.8,32,12,86.8,1.6
65,11,7.32,73.1,32,32.3,86.8,1.6
65,12,7.41,38.7,32,10.1,96.8,1.6
65,13,7.4,30.6,32,20.4,98.3,1.6
65,14,7.44,90.2,32,31.9,81.2,1.6
65,15,7.3,93.1,32,9.7,94.4,1.6
65,16,7.43,93.3,32,24.7,88.6,1.6
65,17,7.35,59.5,32,29.2,88.8,1.6
65,18,7.26,70,32,18.1,82.6,1.6
65,19,7.39,75.4,32,6,90.2,1.6
65,20,7.1,60.2,32,16.1,82.6,1.6
65,21,7.12,75.9,32,12.4,82.4,1.6
65,22,7.36,47.4,32,31.9,93.4,1.7
65,23,7.17,93.1,32,34.3,81.2,1.7
65,24,6.97,68.7,32,14.9,94.7,1.7
65,25,7.38,56.6,32,12.6,91.7,1.7
65,26,6.75,81.8,32,28.4,89.4,1.7
65,27,7.46,40.9,32,18.2,88.4,1.7
65,28,7.25,107.4,32,33,85.3,1.7
65,29,6.85,42,32,6.8,88.7,1.7
65,30,7.04,104.6,32,19.3,93.3,1.7
65,31,7.41,89.2,32,13,94.8,1.8
65,32,6.88,30.5,32,28.1,91.8,1.8
65,33,7.35,81.3,32,16.5,82.6,1.8
65,34,7.11,47,32,19.1,80.4,1.8
65,35,7.43,55.7,32,15.7,92.1,1.8
65,36,7.25,82.3,32,18.9,85.6,1.8
65,37,6.85,59.9,32,21.4,96.2,1.8
65,38,7.03,57.9,32,24.6,88.2,1.8
65,39,6.84,68.9,32,29.6,88.7,1.9
65,40,7.3,52.3,32,8.5,82.4,1.9
65,41,6.98,70.9,32,30.2,87.9,1.9
65,42,6.94,94.7,32,13.4,80.2,1.9
65,43,7.29,35.5,32,26.1,92.1,1.9
65,44,7.12,45,32,30.5,81,1.9
65,45,6.7,87.3,32,9.9,89.2,2
65,46,7.18,86.3,32,6.8,94.1,2
65,47,7.38,31.6,32,25.8,88,2
65,48,7.15,36.8,32,17.9,96.3,2
65,49,,,32,,,
65,50,,,32,,,
66,0,,,32,,,
66,1,,,32,,,
66,2,7.3,94.1,33,30.2,98.6,0.2
66,3,7.06,97.6,33,31.3,86.8,0.3
66,4,7.35,39,33,22.1,95.9,0.3
66,5,7.02,64.5,33,15.6,83.6,0.3
66,6,7.01,96.9,33,9.3,86.2,0.3
66,7,6.92,34.6,33,23.2,85,0.3
66,8,6.89,105,33,8.7,83.8,0.3
66,9,7.43,59.6,33,34.5,80.7,0.3
66,10,6.91,73.9,33,19.3,82.8,0.3
66,11,7.32,42.8,33,18.8,84.5,0.3
66,12,7.49,72,33,27.9,82.4,0.3
66,13,7.24,93.3,33,25.7,90.6,0.4
66,14,6.73,49.3,33,23.8,85.2,0.4
66,15,6.83,61.6,33,6.8,88.9,0.4
66,16,7.29,86.1,33,12.6,85.4,0.4
66,17,7.08,36.2,33,19.3,85.7,0.4
66,18,7.08,77.3,33,23.8,82.8,0.5
66,19,6.92,62,33,13.2,94.3,0.5
66,20,7.05,35.7,33,16.2,93.2,0.5
66,21,7.04,46.2,33,11.5,86.4,0.6
66,22,7.22,55.8,33,8.8,89.2,0.6
66,23,6.85,55.2,33,9.7,94,0.6
