Bioreactor,Day,pH,CO2,Cell_Density,Cell_Viability,Product_Titer
57,42,7,47.8,12.1,93,0.7
57,43,6.79,89.8,12.6,96.7,0.7
57,44,7.12,92,31.9,95.1,0.7
57,45,6.95,32.5,32.7,92.9,0.7
57,46,7.3,79.9,21.1,89.2,0.7
57,47,6.81,46.8,33.4,83.4,0.7
57,48,7.47,80.4,20.6,92.1,0.7
57,49,7.28,109.1,33.5,95.8,0.7
57,50,7.26,96.6,16.1,94.9,0.7
58,0,7.2,87.7,29.6,93.6,0.7
58,1,7.16,75.2,33.1,81,0.7
58,2,7.19,67.3,30.8,90.7,0.7
58,3,7.22,82.2,10.7,87.8,0.7
58,4,7.06,40.9,19.5,85.8,0.7
58,5,6.92,101.6,11.4,89.5,0.7
58,6,7,90.5,21.6,98.3,0.7
58,7,7.14,72.7,8.1,90.8,0.7
58,8,7.18,38.5,31.4,86.7,0.7
58,9,7.15,73.8,14.7,89.4,0.7
58,10,7.2,87,24.1,88.6,0.7
58,11,6.75,35.6,29.3,90.8,0.7
58,12,6.89,51,13.2,93.6,0.7
58,13,7.21,53,22.8,95.8,0.7
58,14,7.16,95.8,9.6,85.9,0.7
58,15,7.11,51.7,33.6,93.5,0.7
58,16,7.49,86,10.6,86.8,0.7
58,17,6.93,85.2,34.7,94.8,0.7
58,18,7.31,30.3,8.5,94.8,0.7
58,19,6.99,82.9,6.9,80.8,0.7
58,20,6.96,91.1,13.1,80.7,0.7
58,21,6.75,103.8,8.1,93.1,0.7
58,22,7.12,32.4,5.5,97.1,0.7
58,23,6.73,56,26.3,83.1,0.7
58,24,6.9,38.7,15.7,86.1,0.7
58,25,7.31,99.4,18.8,96.2,0.7
58,26,7.23,49.8,14.4,83.6,0.7
58,27,6.85,57.1,30.3,81.3,0.7
58,28,7.28,34.9,33.4,96.2,0.7
58,29,7.26,74.6,33.3,83.8,0.7
58,30,7.39,82.8,19.8,83.8,0.7
58,31,6.91,33.1,25.7,91,0.7
58,32,7.25,57.7,34.9,96.1,0.7
58,33,7.41,100.1,29.6,97.1,0.7
58,34,7.05,103.5,22.1,83.4,0.7
58,35,7.32,83.5,21.8,94.4,0.7
58,36,7.17,36,28.7,92.9,0.7
58,37,7.28,51.6,28.2,98.4,0.7
58,38,6.81,72.2,17.8,95.2,0.7
58,39,7.02,108,25.6,91.4,0.7
58,40,6.81,94.2,19.1,85,0.7
58,41,7.16,58.5,31,90.7,0.7
58,42,7.11,70.7,29.2,89,0.7
58,43,6.84,48.4,13.7,95.3,0.7
58,44,6.77,43.5,32.5,96.9,0.7
58,45,7,109.4,5.7,91.5,0.7
58,46,6.86,89,6.1,95.4,0.7
58,47,6.76,102.1,28.9,82.4,0.7
58,48,6.85,37.2,9.7,95,0.7
58,49,6.87,70.5,23.5,94.1,0.7
58,50,7.01,96.5,18.8,95.2,0.7
59,0,7.39,58.9,13.4,90,0.7
59,1,7.04,57.8,12.6,87.9,0.7
59,2,6.89,56.2,5.3,81.4,0.7
59,3,6.74,38,11.7,96.9,0.7
59,4,7.39,34.5,15,90.7,0.7
59,5,7.48,59.8,26.8,86.9,0.7
59,6,6.71,94.1,14.1,97.3,0.7
59,7,6.96,55.5,29.5,85.9,0.7
59,8,7.18,69.3,15.3,88.2,0.7
59,9,7.04,48.8,8.4,97.6,0.7
59,10,7.34,58.5,11.6,84.4,0.7
59,11,6.93,47.6,10.6,87,0.7
59,12,7.22,82.9,20.3,92.4,0.7
59,13,6.75,89,29.9,96.1,0.7
59,14,6.95,70.7,27.8,82.4,0.7
59,15,7.28,100.9,24.3,86,0.7
59,16,6.74,52.2,33.4,92,0.7
59,17,7.08,88.4,6.8,94.9,0.7
59,18,6.99,35.8,23.2,86.9,0.7
59,19,7.48,50.8,33.7,82.9,0.7
59,20,6.83,74,12.4,84.1,0.7
59,21,7.33,107.3,7.2,98.7,0.7
59,22,6.93,56.4,15.1,81.6,0.7
59,23,6.86,72.1,31.4,96.8,0.7
59,24,6.88,70.4,27.1,90.9,0.7
59,25,6.98,100.7,14.2,85.7,0.7
59,26,6.85,77.8,29,82.9,0.7
59,27,7.17,84.8,7.7,97.1,0.7
59,28,7.42,53.9,7.1,94.6,0.7
59,29,7.27,105.2,30.1,98,0.7
59,30,6.91,59,32.8,98.3,0.7
59,31,6.74,65.2,18.5,94.3,0.7
59,32,6.92,69.2,28.9,93.2,0.7
59,33,6.92,39.6,15.9,92.6,0.7
59,34,7.19,74.3,22.6,86.9,0.7
59,35,7.42,104.4,17.5,94.8,0.7
59,36,7.3,44.2,31.8,84,0.7
59,37,7.13,77.2,25.6,83.9,0.7
59,38,7.02,55.8,22.8,95.2,0.7
59,39,7,53.4,27.7,85.3,0.7
59,40,7.43,34.9,23.4,83.4,0.7
59,41,7.26,39.4,5.1,81.7,0.7
59,42,6.94,36.1,24.8,98.9,0.7
59,43,6.8,33.6,34.2,90.3,0.7
59,44,7.44,97.2,6.5,80.6,0.7
59,45,6.88,104.9,15.6,94.7,0.7
59,46,6.9,56.2,31.5,84.6,0.7
59,47,6.86,84,15,96,0.7
59,48,7.46,50.2,16.8,98.1,0.7
59,49,7.47,55.2,26.2,87.1,0.7
59,50,6.7,43.4,30.1,94.2,0.7
60,0,7.23,34.6,18.9,80.8,0.7
60,1,7.48,41.5,28.4,80.6,0.7
60,2,7.21,106.1,32.1,98.2,0.7
60,3,7.46,34,28.6,93.4,0.7
60,4,7.01,99.1,18.2,94.3,0.7
60,5,7.28,100,23.4,89.3,0.7
60,6,7.2,71.5,10.1,86.2,0.7
60,7,7.17,108.2,9,94.3,0.7
60,8,7.15,75.5,17.4,82.7,0.7
60,9,6.94,63.5,30,85.2,0.7
60,10,6.95,30.2,22.1,92.6,0.7
60,11,7.49,41.4,31.7,95.1,0.7
60,12,7.47,41.2,23.1,87.4,0.7
60,13,7.05,108.9,8.9,91.9,0.7
60,14,7.16,88.8,20.5,85,0.7
60,15,7.09,104.2,15.2,93.6,0.7
60,16,6.81,35,9.1,96.1,0.7
60,17,6.74,47.2,16.6,91.1,0.7
60,18,7.17,62,18.6,80.2,0.7
60,19,7.21,109.9,10,90.5,0.7
60,20,7.21,91,33.1,83.9,0.7
60,21,7.44,96.9,20.9,95.4,0.7
60,22,6.89,53.4,17.1,88.4,0.7
60,23,7.01,91.2,18.3,80.4,0.7
60,24,6.81,86.8,25.2,92.5,0.7
60,25,6.71,82.1,26.3,86.1,0.7
60,26,7.09,69.8,24.3,97.4,0.7
60,27,7.02,87.2,14.9,88.1,0.7
60,28,7.16,57.9,26.5,90.7,0.7
60,29,7.21,105.1,17.1,85.1,0.7
60,30,7.44,76.3,21.4,91.8,0.7
60,31,6.81,109.4,10.1,80.7,0.7
60,32,7.18,45.3,7.7,94.3,0.7
60,33,6.8,40.4,20.5,92.3,0.7
60,34,7.23,87.9,20.4,83.3,0.7
60,35,7.09,33.6,31.1,91.9,0.7
60,36,7.1,62.9,22,93.6,0.7
60,37,7.06,80.1,13.2,86.4,0.7
60,38,7.01,89,16.4,86.1,0.7
60,39,7.03,54.1,27.5,88.4,0.7
60,40,6.78,99.7,33,94.2,0.7
60,41,6.74,47.2,32.1,97.4,0.7
60,42,7.42,67.2,24.5,94,0.7
60,43,6.71,87.7,15.8,96,0.7
60,44,6.8,105.4,7.6,86,0.7
60,45,7.4,31.4,11,81.5,0.7
60,46,7.03,81.6,27.4,84,0.7
60,47,6.82,80.7,11.2,93.6,0.7
60,48,7.46,36.7,28.5,82.8,0.7
60,49,7.41,34.4,17,92.8,0.7
60,50,6.8,43.3,22.9,87.4,0.7
61,0,7.49,91.7,34.1,88,0.7
61,1,7.06,97.1,16,90,0.7
61,2,7.3,70.7,24.8,95.3,0.7
61,3,6.91,92.7,14.1,97.2,0.7
61,4,7.47,85.7,28.8,92.5,0.7
61,5,7.34,99.5,23.3,80.3,0.7
61,6,7.03,81.9,31.4,96.8,0.7
61,7,6.87,32.5,16.4,87,0.7
61,8,6.79,68.2,29.6,98.8,0.7
61,9,7.18,61.6,15.2,81.8,0.7
61,10,7.02,40.3,5.5,81.2,0.7
61,11,7,78.6,14.5,83.7,0.7
61,12,7.49,81,24.4,89,0.7
61,13,7.38,32,8.8,90.7,0.7
61,14,7.13,66.3,29.4,85.3,0.7
61,15,6.97,58.4,11.9,87.1,0.7
61,16,7.14,67.5,25.5,82.6,0.7
61,17,7.03,64.3,31.3,94.9,0.7
61,18,7.5,102.4,11.2,85.3,0.7
61,19,7.36,67.1,6.1,84.8,0.7
61,20,7.45,72,16.6,85.1,0.7
61,21,6.86,58.3,26.7,90,0.7
61,22,7.17,42.2,34,98.5,0.7
61,23,6.84,66.5,15.8,88.9,0.7
61,24,6.97,90,22.2,91.5,0.7
61,25,6.85,87.2,26.7,94.8,0.7
61,26,6.81,108.6,19.6,80.6,0.7
61,27,6.85,49.4,9.7,84.4,0.7
61,28,7.25,72.4,6.5,90.4,0.7
61,29,6.89,44.2,9.6,83.5,0.7
61,30,7.3,46.1,26.6,91.9,0.7
61,31,6.88,57.7,9.7,81.1,0.7
61,32,6.85,90.5,35,89.5,0.7
61,33,7.39,74,24.6,93.4,0.7
61,34,7.14,30,21.2,85,0.7
61,35,6.72,79.9,21.8,90.5,0.7
61,36,7.31,82.9,25.3,82.4,0.7
61,37,7.31,45.7,12,87.1,0.7
61,38,6.82,32,11.3,97.1,0.7
61,39,6.78,77,18.2,96.6,0.7
61,40,7.16,78.6,10.7,88.3,0.7
61,41,7.27,73.5,21.6,93.4,0.7
61,42,6.76,98.6,7.2,88,0.7
61,43,7.11,44.8,32.4,93.5,0.7
61,44,6.96,82.2,28.6,81.8,0.7
61,45,7.08,40.6,15.3,88.6,0.7
61,46,7.09,86.7,20.5,93.5,0.7
61,47,7.15,87.1,24,95,0.7
61,48,7.38,45.5,11.4,93.7,0.7
61,49,7.18,32.9,30.9,90.4,0.7
61,50,6.95,100.3,25.9,96.6,0.7
62,0,7.04,88.8,10.6,83.1,0.7
62,1,6.79,35.6,24.9,82.2,0.7
62,2,7.07,47.4,19.9,81.5,0.7
62,3,7,94.1,28.9,90.4,0.7
62,4,6.85,107.1,34.7,81.9,0.7
62,5,6.96,102.4,12.2,93.7,0.7
62,6,7.14,44,28.9,82.9,0.7
62,7,7.24,38.1,13.5,89.1,0.7
62,8,7.42,88.7,12,86.3,0.7
62,9,7.45,57.3,9.4,93.6,0.7
62,10,7.13,106.6,31.6,80.2,0.7
62,11,7.26,67.1,24,94.5,0.7
62,12,6.71,83.7,30.8,95.5,0.7
62,13,7.04,96.9,7.9,89.3,0.7
62,14,7.04,74.4,25.9,92.6,0.7
62,15,7.13,77.3,34.8,92.5,0.7
62,16,6.89,78.6,25.1,85,0.7
62,17,7.21,71,6.8,91.1,0.7
62,18,7.44,61,25.4,82.4,0.7
62,19,7.21,93.7,17.8,91.4,0.7
62,20,6.97,78.9,13.1,91.5,0.7
62,21,6.8,101.1,17.5,84.9,0.7
62,22,6.94,84.8,23,86.5,0.7
62,23,7.32,89.7,30.7,97.2,0.7
62,24,6.8,69.8,22.7,97.8,0.7
62,25,6.81,57.8,28.3,82.5,0.7
62,26,6.76,43.8,5.1,86.5,0.7
62,27,7.01,95.9,5.3,88.9,0.7
62,28,7.01,84.7,24.1,91.3,0.7
62,29,6.85,95.7,21.2,82.1,0.7
62,30,6.76,30.7,27,98.7,0.7
62,31,6.72,103.5,11.6,94.9,0.7
62,32,7.46,35.3,7.8,84.3,0.7
62,33,7.48,32.4,5.7,88.7,0.7
62,34,7.12,46,34.7,91.8,0.7
62,35,7.15,102.6,11.1,84.8,0.7
62,36,7.2,108,10.6,96.5,0.7
62,37,6.83,40.8,30.6,90.2,0.7
62,38,7.33,90.5,26,98,0.8
62,39,6.71,51.3,22.6,96.3,0.8
62,40,6.74,102.6,34.4,89.1,0.8
62,41,7.18,33,5.6,82.2,0.8
62,42,6.85,47.7,34.2,94.2,0.8
62,43,6.75,80,25,93.3,0.8
62,44,7.38,64.7,28.1,92.7,0.8
62,45,6.75,69.7,29.1,92.7,0.8
62,46,7.26,72.7,28.3,84,0.8
62,47,6.84,71,13,87.7,0.8
62,48,6.91,87.1,19.8,82.5,0.8
62,49,6.77,109.7,31.7,80.9,0.8
62,50,7.34,82.9,12.5,85.1,0.8
63,0,6.86,93.5,24.1,93,0.8
63,1,7.32,61.3,15.3,91.5,0.8
63,2,6.81,34.6,11,94.2,0.8
63,3,7.35,58.8,27.3,90.6,0.8
63,4,6.83,94.9,19.7,87.9,0.8
63,5,7.04,33.4,25.5,95.4,0.8
63,6,7.01,40,15.5,82.4,0.8
63,7,7.18,32.3,5.9,95.3,0.8
63,8,7.34,53.4,23.6,81.5,0.8
63,9,7.42,77.9,31.9,93.6,0.8
63,10,7.09,92.6,25.9,85.9,0.8
63,11,7.19,99.7,27.8,82.5,0.8
63,12,7.25,81.1,33.4,90,0.8
63,13,6.72,35.6,30.8,88.5,0.8
63,14,6.98,64.5,10.2,87.1,0.8
63,15,7.02,40.1,14.4,97.2,0.8
63,16,7.03,94.1,6.4,82,0.8
63,17,6.81,100.5,13.5,84.4,0.8
63,18,6.83,35,29,83.1,0.8
63,19,7.02,50.4,31.5,97,0.8
63,20,7.36,92.7,29.2,80.6,0.8
63,21,7.17,98.6,7,81.2,0.8
63,22,7.21,84.3,19.5,98.5,0.8
63,23,7.29,34.4,14.8,83.7,0.8
63,24,6.99,49.7,34.9,80.8,0.8
63,25,6.85,92.1,33.7,83.1,0.8
63,26,7.37,71.4,15,92.2,0.8
63,27,7.47,107.6,5.6,80.8,0.8
63,28,7.06,51.3,6.3,89.4,0.8
63,29,6.99,74.3,11.8,85.3,0.8
63,30,7.13,32.6,34,93.8,0.8
63,31,7.01,74.1,11.5,80.3,0.8
63,32,7.11,36.6,24.2,95.2,0.8
63,33,6.71,76.8,7.8,94.4,0.8
63,34,6.83,59,10.7,91.3,0.8
63,35,7.08,73.5,34,82.7,0.8
63,36,7.36,81.7,15.2,92.2,0.8
63,37,6.87,106.4,26.3,94.9,0.8
63,38,6.92,109.5,31.5,93.4,0.8
63,39,7.09,54.5,10.2,93.3,0.8
63,40,7.29,65.1,30.4,93.3,0.8
63,41,6.79,84,21.5,85,0.8
63,42,7.49,80.4,14,90.1,0.8
63,43,7.33,87.4,32.5,96.1,0.8
63,44,7.45,69,33.7,98.9,0.8
63,45,7.32,74.3,30.9,93.2,0.8
63,46,6.8,100.8,31.8,87.3,0.8
63,47,7.25,94.5,27.9,98.3,0.8
63,48,7.46,33.9,10.4,88.6,0.8
63,49,6.74,102.4,25.4,93.9,0.8
63,50,7.15,74.9,29.3,86.1,0.8
64,0,7.48,59.3,31.7,82.3,0.8
64,1,7.09,71.2,14.2,98.5,0.8
64,2,7.22,52.5,5.2,86.6,0.8
64,3,6.72,63.8,8.8,99,0.8
64,4,7.1,84.4,21.3,95.4,0.8
64,5,7.07,59.6,12.6,81.5,0.8
64,6,7.45,43.5,13.5,97.5,0.8
64,7,7,68.3,5.9,97.3,0.8
64,8,7.45,52,18.9,87.9,0.8
64,9,7.03,95.8,18.6,89.2,0.8
64,10,7.41,53.8,22.9,93.9,0.8
64,11,7.25,80.9,23.1,83.7,0.8
64,12,7.36,54.2,11.6,80.8,0.8
64,13,7.19,59.6,6.2,86.6,0.8
64,14,6.9,89.6,14.3,91.1,0.8
64,15,6.96,39.7,14.2,88.7,0.8
64,16,7.39,42.2,19.7,92.2,0.8
64,17,7.29,62,25.1,88.9,0.8
64,18,7.08,38.3,24.3,85.9,0.8
64,19,7.44,104.2,22,96.3,0.8
64,20,7.32,68.3,20.9,83.7,0.8
64,21,6.85,42.1,28,93.4,0.8
64,22,6.98,33.4,19.5,82.4,0.8
64,23,7.07,107.7,16.9,97.8,0.8
64,24,7.03,40.9,25.5,80.7,0.8
64,25,7.34,99.9,8.1,86.5,0.8
64,26,7.01,102.7,30,98.5,0.8
64,27,7.04,86.3,21.4,97.2,0.8
64,28,7.12,92.3,18.8,90,0.8
64,29,7.09,84.4,16.1,82.2,0.8
64,30,7.16,87.5,19.1,85.5,0.8
64,31,7.38,96.4,9.1,82.1,0.8
64,32,7.22,95.1,31.4,97.5,0.8
64,33,7.05,68.9,28.7,83.1,0.8
64,34,6.74,51.6,19,84,0.8
64,35,7.5,93.8,15.6,92.5,0.8
64,36,7.47,50.4,8.2,88.1,0.8
64,37,7.13,52.9,9.7,95.3,0.8
64,38,7.32,66.6,5,89.7,0.8
64,39,6.77,69.5,14.1,84.4,0.8
64,40,7.36,66.3,32.7,86.6,0.8
64,41,7.4,93.2,6.4,94.9,0.8
64,42,7.47,86.6,31.9,86.3,0.8
64,43,7.18,86,11.2,81.9,0.8
64,44,7.2,34.9,29.7,87.8,0.8
64,45,7.34,102.2,33.3,91.8,0.8
64,46,7.11,62.5,8.1,92.9,0.8
64,47,6.7,44.2,31.7,88.6,0.8
64,48,7.37,41.7,8.8,90.9,0.8
64,49,6.94,79.2,10.6,94.6,0.8
64,50,7.03,68,30.6,92.7,0.8
65,0,7.14,47,33.2,85.8,0.8
65,1,7.33,67.7,6.9,98.8,0.8
65,2,6.93,95.7,6.7,80.7,0.8
65,3,6.72,62.7,16.8,80.8,0.8
65,4,6.75,95,31.8,96,0.8
65,5,7.26,98.4,7.2,80.1,0.8
65,6,7.32,83,20.4,86.2,0.8
65,7,7.18,100.5,17.2,81.9,0.8
65,8,7.23,93.9,34.3,87.9,0.8
65,9,7.29,72.4,18.7,87.9,0.8
65,10,6.75,39.9,8.1,85,0.8
65,11,6.89,59.9,29.1,86.7,0.8
65,12,6.8,70.6,5.3,90.1,0.8
65,13,7.35,40,16.8,82.2,0.8
65,14,7.07,31,9.3,93.8,0.8
65,15,7.19,90.2,28.2,96.4,0.8
65,16,7.32,80.4,32.5,81.4,0.8
65,17,7.48,57.3,6.7,85.4,0.8
65,18,7.31,62.1,8.8,88.5,0.8
65,19,6.93,45.2,16.4,95.2,0.8
65,20,7.02,106.2,5.2,88.1,0.8
65,21,6.89,30.8,14.2,87.8,0.8
65,22,6.74,81.8,26.6,96.7,0.8
65,23,7.22,99.4,21.3,89.1,0.8
65,24,7.18,89.6,34.2,91,0.8
65,25,6.93,90.1,34.4,94.5,0.8
65,26,7.45,68.6,22.3,89.2,0.8
65,27,7.16,35.1,15.6,84.9,0.8
65,28,7.04,56.7,32.5,98.4,0.8
65,29,7,41.3,26.1,88.4,0.8
65,30,7.1,70,29.2,82.8,0.8
65,31,7.02,34.9,23.2,90.8,0.8
65,32,6.86,85.7,34.9,80.5,0.8
65,33,6.79,38.8,26.8,85.3,0.8
65,34,6.81,84.2,14,85.6,0.8
65,35,7.27,103.5,18.5,93.5,0.8
65,36,7.08,58.8,27.3,85.8,0.8
65,37,7.02,54.2,29.6,89.5,0.8
65,38,7.22,88.5,14.6,92.1,0.8
65,39,6.83,52.9,30.9,92.9,0.8
65,40,7.42,58.9,22,80.1,0.8
65,41,6.92,84.3,34.3,81,0.8
65,42,7.28,97.7,25.4,90,0.8
65,43,6.74,40.5,28.3,80.4,0.8
65,44,7.02,62,11.8,92.3,0.8
65,45,7.2,83.3,32.6,84.3,0.8
65,46,7.06,40.4,7.8,80.1,0.8
65,47,6.84,87.7,21.3,93.5,0.8
65,48,7.35,70.6,28.3,88.2,0.8
65,49,6.91,98.7,11.8,80.4,0.8
65,50,7.14,39.9,34.1,94.3,0.8
66,0,7.11,43.2,33.9,94.4,0.8
66,1,7.42,104.5,26.9,84.5,0.8
66,2,7.31,65.7,16,92.1,0.8
66,3,7.04,39.2,31,84.5,0.8
66,4,6.79,54.6,24,87.1,0.8
66,5,7.36,32.8,16.3,80.6,0.8
66,6,7.07,65.1,9.2,94.5,0.8
66,7,6.8,32.2,19.4,80.4,0.8
66,8,7.2,109.5,7.1,81,0.8
66,9,6.96,40.5,34.5,92.4,0.8
66,10,7.45,44.7,29,97.5,0.8
66,11,7.16,109.6,6.9,88.5,0.8
66,12,7.05,85.7,8,89.8,0.8
66,13,7.48,100.1,14.4,81.1,0.8
66,14,7.35,49.1,34.5,85.5,0.8
66,15,6.75,51.8,25.4,90.5,0.8
66,16,7.4,33.6,25.3,86.5,0.8
66,17,6.87,67.1,22.7,94.2,0.8
66,18,7.01,92.5,21,89.2,0.8
66,19,7.46,100.3,8.8,92.4,0.8
66,20,7.25,73.6,11.3,83.1,0.8
66,21,7.26,81.4,17.8,94.1,0.8
66,22,6.82,45,34.3,85.6,0.8
66,23,7.12,57.7,25.7,98,0.8
66,24,7.03,102.5,7.9,98.8,0.8
66,25,6.8,105.7,19.8,94.3,0.8
66,26,6.97,63.5,6.8,97.3,0.8
66,27,6.82,54.6,31.4,93.4,0.8
66,28,7.22,65.9,31.9,96.3,0.8
66,29,7.31,109.9,21.4,89,0.8
66,30,6.99,99.8,31,91.4,0.8
66,31,6.91,42.4,28.9,89.2,0.8
66,32,6.86,78.6,5.9,97.4,0.8
66,33,7.34,64.4,10,90,0.8
66,34,6.71,60.2,12.8,98.8,0.8
66,35,6.91,75.7,19.9,97.3,0.8
66,36,7.36,57,18.8,92.1,0.8
66,37,7.02,37.7,23.2,89.7,0.8
66,38,6.94,67.7,33.4,81.3,0.8
66,39,6.92,38.8,14.1,97.2,0.8
66,40,7.12,39.4,23.2,83.8,0.8
66,41,6.93,41.8,34.6,94.3,0.8
66,42,6.96,36.6,21,88.3,0.8
66,43,7.22,44.1,11.2,87.1,0.8
66,44,7.47,77.9,18.5,89.8,0.8
66,45,6.74,43.4,25.4,94.3,0.8
66,46,7,65.5,21.7,96.7,0.8
66,47,7.14,46.7,14.4,98.2,0.8
66,48,6.89,51.2,25.1,94.6,0.8
66,49,6.89,49.3,23.6,93.3,0.8
66,50,7.1,51,15.4,80.2,0.8
67,0,7.01,46.3,8,82.2,0.8
67,1,7.12,108.2,21.6,85.5,0.8
67,2,6.72,43.4,22.2,90.2,0.8
67,3,6.75,52,12,88.9,0.8
67,4,7.05,57.6,5.3,89.6,0.8
67,5,7.13,102.8,28.4,83.1,0.8
67,6,6.84,100,11.2,81.8,0.8
67,7,7.33,99.6,7.4,84.4,0.8
67,8,6.89,53,15.4,89.3,0.8
67,9,6.98,94.8,5.6,95.4,0.8
67,10,7.1,72.9,25.8,97.4,0.8
67,11,6.79,107.9,34.9,83.8,0.8
67,12,7.46,30.2,16.2,92.5,0.8
67,13,6.77,61.7,25.9,98.6,0.8
67,14,6.76,52.1,24.3,95.7,0.8
67,15,7.44,46.6,32.8,88.5,0.8
67,16,6.83,85.6,21.6,90.7,0.8
67,17,6.86,38.6,21.5,84.7,0.8
67,18,7,74.5,25.4,91.9,0.8
67,19,6.89,83.4,29.4,89.9,0.8
67,20,7.03,108.8,33.2,97.9,0.8
67,21,7.18,94.5,30.2,84.4,0.8
67,22,7.2,50.5,29.6,93.2,0.8
67,23,6.9,54.5,28.7,96.7,0.8
67,24,7.07,34.2,25.3,86.1,0.8
67,25,6.72,33.8,19.8,84.4,0.8
67,26,7.3,87.5,17.1,97.5,0.8
67,27,7.09,35.6,20.3,92.4,0.8
67,28,6.86,49.6,8.4,82.8,0.8
67,29,6.84,106,35,91.4,0.8
67,30,6.83,78.7,23.7,86.9,0.8
67,31,7.26,102.7,26.3,93.7,0.8
67,32,7.13,62.7,15.5,91,0.8
67,33,6.99,34.6,30.3,91.4,0.8
67,34,7.01,35.7,7.9,82.5,0.8
67,35,6.84,38.5,6.2,82.1,0.8
67,36,6.89,61,9.8,94,0.8
67,37,6.85,72.4,31.2,87.2,0.8
67,38,7.13,52.6,32.4,85,0.8
67,39,7.06,40.4,14.8,98.9,0.8
67,40,7.5,99.2,23.4,91.9,0.8
67,41,6.87,48.1,14.1,82.6,0.8
67,42,6.89,31.7,30.8,96.5,0.8
67,43,6.83,102.4,8.4,86.5,0.8
67,44,7.36,62.8,16,85.3,0.8
67,45,6.74,73.5,14.7,82.6,0.8
67,46,7.14,64.3,25.8,81.8,0.8
67,47,7.19,104.3,33.4,84.7,0.8
67,48,7.32,83.8,31.9,91.5,0.8
67,49,7.08,35.5,9.4,86.7,0.8
67,50,6.89,48.7,28.8,83,0.8
68,0,6.71,35.1,7.6,87.5,0.8
68,1,7.35,92.6,24.6,95.5,0.8
68,2,7.12,62.7,8.9,98.7,0.8
68,3,6.71,44.2,7.1,88.6,0.8
68,4,7.34,103.2,9.2,94.2,0.8
68,5,7.19,86.2,13.8,83.8,0.8
68,6,6.88,69,7.3,82.8,0.8
68,7,7.19,106.9,7.6,90.1,0.8
68,8,7.09,102.3,7.5,92.6,0.8
68,9,7.24,58.9,14,81.2,0.8
68,10,7.31,104.8,33.7,81.3,0.8
68,11,7.09,66.6,31,81.9,0.8
68,12,7.23,90.4,18.7,97.8,0.8
68,13,7.48,69.4,8.9,94.6,0.8
68,14,7.39,48.9,31.8,84.1,0.8
68,15,7.18,35.8,29,88.9,0.8
68,16,7.18,66.5,11.1,93.9,0.8
68,17,6.71,81.2,16.3,82.1,0.8
68,18,6.86,71,33.8,82.5,0.8
68,19,6.76,108.3,5.6,90.7,0.8
68,20,7.28,56.6,13.2,84,0.8
68,21,7.01,99.9,31.2,93.8,0.8
68,22,6.87,85.6,16.8,87.9,0.8
68,23,7.03,68.3,33.8,98.6,0.8
68,24,6.83,95.3,19.2,80.2,0.8
68,25,7.06,65,5.4,90.1,0.8
68,26,7.3,96.5,11.1,96,0.8
68,27,6.83,42.9,31.5,85,0.8
68,28,7.41,51.6,11.5,91.7,0.8
68,29,7.46,39.5,25.9,91.2,0.8
68,30,7.48,46.7,13.5,96,0.8
68,31,7.41,53.1,30.7,85.2,0.8
68,32,6.77,100,14.5,84.2,0.8
68,33,7.45,53.5,25.7,82.4,0.8
68,34,6.81,50.8,10.5,84.2,0.8
68,35,7.31,106.8,22.8,92.6,0.8
68,36,6.79,53.2,33.9,85.3,0.8
68,37,7.32,81.1,28.8,90.8,0.8
68,38,7.42,39.4,19.2,95.8,0.8
68,39,6.75,67.8,8.1,88.1,0.8
68,40,7.4,51.3,33.8,90,0.8
68,41,6.98,99.4,10.1,89.4,0.8
68,42,6.71,69.7,6.2,80,0.8
68,43,7.22,91.2,10,81,0.8
68,44,6.96,108.7,32.1,94.5,0.8
68,45,7.05,71.2,26.1,80.5,0.8
68,46,7.24,67.5,6.3,83.3,0.8
68,47,7.32,84.1,19.4,98.9,0.8
68,48,7.38,103.8,28.2,90.3,0.8
68,49,6.91,53.3,30.7,96,0.8
68,50,6.77,91.9,33.3,87.3,0.8
69,0,7,75.9,28,92.6,0.8
69,1,7.25,49,22.3,92.5,0.8
69,2,6.95,53,5.2,85.4,0.8
69,3,6.75,84.6,5.1,89.7,0.8
69,4,7.42,51.7,30.5,80.9,0.8
69,5,6.71,78.3,19.9,93.6,0.8
69,6,7.13,100.5,16.3,98.1,0.8
69,7,6.9,36,20.3,86.9,0.8
69,8,7.11,33.8,22.4,86.7,0.8
69,9,7.5,55.4,11.1,82.2,0.8
69,10,7.08,49.9,23,96.7,0.8
69,11,7.03,106.8,13.9,97.8,0.8
69,12,6.99,69.5,26.9,84.4,0.8
69,13,7.12,75.8,34.4,89.9,0.8
69,14,7.49,94.6,10.2,88.1,0.8
69,15,6.84,55.2,28.8,85.2,0.8
69,16,6.79,101.3,23.8,90.3,0.8
69,17,6.8,95.4,23.8,82.8,0.8
69,18,6.72,58.3,30.5,81.4,0.8
69,19,7.11,105.2,16.9,96.9,0.8
69,20,7.23,40.1,30.7,90.6,0.8
69,21,7.21,62.7,6.3,92.7,0.8
69,22,7.28,37,32.5,98.8,0.8
69,23,7.17,70.7,21.2,98.3,0.8
69,24,7.03,93,22.9,94.8,0.8
69,25,7.12,83.1,19.2,83.7,0.8
69,26,7,72.7,15.4,93,0.8
69,27,7.05,108.1,24.8,85.9,0.8
